1	12	1	31
2	11	1	31
3	10	1	31
4	9	1	31
5	8	1	31
6	7	1	31
7	6	1	31
8	5	1	31
9	4	1	31
10	4	2	32
11	3	1	31
12	2	1	31
13	1	1	31
14	12	1	31
15	11	1	31
16	10	1	31
17	9	1	31
18	9	2	32
19	8	1	31
20	7	1	31
21	6	1	31
22	5	1	31
23	4	1	31
24	3	1	31
25	3	2	32
26	2	1	31
27	1	1	31
28	12	1	31
29	11	1	31
30	10	1	31
31	9	1	31
32	8	1	31
33	7	1	31
34	6	1	31
35	6	2	32
36	5	1	31
37	4	1	31
38	3	1	31
39	3	2	32
40	2	1	31
41	1	1	31
42	12	1	31
43	11	1	31
44	10	1	31
45	9	1	31
46	8	1	31
47	7	1	31
48	6	1	31
49	5	1	31
50	4	1	31
51	3	1	31
52	2	1	31
53	1	1	31
54	12	1	31
55	11	1	31
56	10	1	31
57	9	1	31
58	8	1	31
59	7	1	31
60	6	1	31
61	5	1	31
62	4	1	31
63	3	1	31
64	2	1	31
65	1	1	31
66	1	2	32
67	12	1	31
68	11	1	31
69	10	1	31
70	9	1	31
71	8	1	31
72	8	2	32
73	7	1	31
74	6	1	31
75	5	1	31
76	4	1	31
77	3	1	31
78	2	1	31
79	1	1	31
80	1	2	32
81	12	1	31
82	11	1	31
83	10	1	31
84	10	2	32
85	9	1	31
86	8	1	31
87	7	1	31
88	7	2	32
89	6	1	31
90	5	1	31
91	5	2	32
92	4	1	31
93	3	1	31
94	2	1	31
95	1	1	31
96	12	1	31
97	11	1	31
98	10	1	31
99	9	1	31
100	8	1	31
101	7	1	31
102	6	1	31
103	5	1	31
104	4	1	31
105	3	1	31
106	2	1	31
107	1	1	31
108	1	2	32
109	12	1	31
110	11	1	31
111	10	1	31
112	9	1	31
113	8	1	31
114	7	1	31
115	6	1	31
116	5	1	31
117	4	1	31
118	3	1	31
119	2	1	31
120	1	1	31
121	12	1	31
122	11	1	31
123	10	1	31
124	10	2	32
125	9	1	31
126	8	1	31
127	8	2	32
128	7	1	31
129	6	1	31
130	5	1	31
131	4	1	31
132	3	1	31
133	2	1	31
134	1	1	31
135	12	1	31
136	11	1	31
137	10	1	31
138	9	1	31
139	8	1	31
140	7	1	31
141	6	1	31
142	5	1	31
143	5	2	32
144	4	1	31
145	3	1	31
146	2	1	31
