1	12	1	41
2	11	1	41
3	10	1	41
4	9	1	41
5	8	1	41
6	7	1	41
7	6	1	41
8	5	1	41
9	4	1	41
10	5	2	42
11	4	1	41
12	3	1	41
13	2	1	41
14	1	1	41
15	12	1	41
16	11	1	41
17	10	1	41
18	9	1	41
19	8	1	41
20	7	1	41
21	6	1	41
22	5	1	41
23	4	1	41
24	3	1	41
25	2	1	41
26	1	1	41
27	12	1	41
28	11	1	41
29	10	1	41
30	9	1	41
31	8	1	41
32	9	2	42
33	8	1	41
34	7	1	41
35	6	1	41
36	5	1	41
37	4	1	41
38	3	1	41
39	2	1	41
40	1	1	41
41	12	1	41
42	11	1	41
43	10	1	41
44	9	1	41
45	8	1	41
46	9	2	42
47	8	1	41
48	7	1	41
49	6	1	41
50	5	1	41
51	6	2	42
52	5	1	41
53	4	1	41
54	3	1	41
55	2	1	41
56	1	1	41
57	12	1	41
58	11	1	41
59	10	1	41
60	9	1	41
61	8	1	41
62	7	1	41
63	6	1	41
64	5	1	41
65	4	1	41
66	3	1	41
67	2	1	41
68	1	1	41
69	12	1	41
70	11	1	41
71	10	1	41
72	9	1	41
73	8	1	41
74	7	1	41
75	6	1	41
76	5	1	41
77	4	1	41
78	3	1	41
79	2	1	41
80	1	1	41
81	12	1	41
82	11	1	41
83	10	1	41
84	9	1	41
85	10	2	42
86	9	1	41
87	8	1	41
88	7	1	41
89	6	1	41
90	5	1	41
91	4	1	41
92	5	2	42
93	4	1	41
94	3	1	41
95	2	1	41
96	1	1	41
97	2	2	42
98	1	1	41
99	12	1	41
100	11	1	41
101	10	1	41
102	9	1	41
103	10	2	42
104	9	1	41
105	8	1	41
106	7	1	41
107	6	1	41
108	5	1	41
109	4	1	41
110	3	1	41
111	4	2	42
112	3	1	41
113	2	1	41
114	1	1	41
115	12	1	41
116	11	1	41
117	10	1	41
118	11	2	42
119	10	1	41
120	9	1	41
121	8	1	41
122	7	1	41
123	6	1	41
124	5	1	41
125	4	1	41
126	3	1	41
127	4	2	42
128	3	1	41
129	2	1	41
130	1	1	41
131	2	2	42
132	1	1	41
133	12	1	41
134	11	1	41
135	10	1	41
136	9	1	41
137	8	1	41
138	7	1	41
139	6	1	41
140	5	1	41
141	4	1	41
142	3	1	41
143	2	1	41
144	3	2	42
145	2	1	41
146	1	1	41
147	12	1	41
148	11	1	41
149	10	1	41
150	9	1	41
151	8	1	41
152	7	1	41
153	6	1	41
154	5	1	41
155	6	2	42
156	5	1	41
157	4	1	41
158	3	1	41
159	2	1	41
160	1	1	41
161	12	1	41
162	11	1	41
163	10	1	41
164	9	1	41
165	8	1	41
166	7	1	41
167	6	1	41
168	7	2	42
169	6	1	41
170	5	1	41
171	4	1	41
172	3	1	41
173	2	1	41
174	1	1	41
175	12	1	41
176	11	1	41
177	10	1	41
178	9	1	41
179	8	1	41
180	9	2	42
181	8	1	41
182	7	1	41
183	6	1	41
184	7	2	42
185	6	1	41
186	5	1	41
187	4	1	41
188	5	2	42
189	4	1	41
190	3	1	41
191	2	1	41
192	1	1	41
193	12	1	41
194	11	1	41
195	10	1	41
196	9	1	41
197	8	1	41
198	7	1	41
199	6	1	41
200	5	1	41
201	4	1	41
202	3	1	41
203	2	1	41
204	1	1	41
205	12	1	41
206	11	1	41
207	12	2	42
208	11	1	41
209	10	1	41
210	9	1	41
211	8	1	41
212	7	1	41
213	6	1	41
214	7	2	42
215	6	1	41
216	5	1	41
217	4	1	41
218	5	2	42
219	4	1	41
220	3	1	41
221	2	1	41
222	1	1	41
223	2	2	42
224	1	1	41
225	12	1	41
226	11	1	41
227	10	1	41
228	9	1	41
229	8	1	41
230	7	1	41
231	8	2	42
232	7	1	41
233	6	1	41
234	5	1	41
235	4	1	41
236	3	1	41
237	2	1	41
238	3	2	42
239	2	1	41
240	1	1	41
241	12	1	41
242	11	1	41
243	10	1	41
244	11	2	42
245	10	1	41
246	9	1	41
247	8	1	41
248	9	2	42
249	8	1	41
250	7	1	41
251	6	1	41
252	5	1	41
253	4	1	41
254	3	1	41
255	2	1	41
256	1	1	41
257	12	1	41
258	11	1	41
259	12	2	42
260	11	1	41
261	10	1	41
262	9	1	41
263	8	1	41
264	7	1	41
265	6	1	41
266	5	1	41
267	4	1	41
268	3	1	41
269	2	1	41
270	1	1	41
271	12	1	41
272	11	1	41
273	10	1	41
274	9	1	41
275	8	1	41
276	7	1	41
277	6	1	41
278	5	1	41
279	4	1	41
280	3	1	41
281	2	1	41
282	1	1	41
283	12	1	41
284	11	1	41
285	10	1	41
286	9	1	41
287	8	1	41
288	7	1	41
289	6	1	41
290	5	1	41
291	4	1	41
292	5	2	42
293	4	1	41
294	3	1	41
295	2	1	41
296	1	1	41
297	12	1	41
298	11	1	41
299	10	1	41
300	9	1	41
301	8	1	41
302	7	1	41
303	6	1	41
304	5	1	41
305	4	1	41
306	3	1	41
307	2	1	41
308	1	1	41
309	12	1	41
310	11	1	41
311	10	1	41
312	9	1	41
313	8	1	41
314	7	1	41
315	6	1	41
316	7	2	42
317	6	1	41
318	5	1	41
319	4	1	41
320	3	1	41
321	2	1	41
322	1	1	41
323	12	1	41
324	11	1	41
325	10	1	41
326	9	1	41
327	8	1	41
328	7	1	41
329	8	2	42
330	7	1	41
331	6	1	41
332	5	1	41
333	4	1	41
334	3	1	41
335	2	1	41
336	1	1	41
337	12	1	41
338	11	1	41
339	10	1	41
340	9	1	41
341	10	2	42
342	9	1	41
343	8	1	41
344	7	1	41
345	6	1	41
346	5	1	41
347	4	1	41
348	3	1	41
349	2	1	41
350	1	1	41
351	12	1	41
352	11	1	41
353	12	2	42
354	11	1	41
355	10	1	41
356	9	1	41
357	8	1	41
358	7	1	41
359	6	1	41
360	5	1	41
361	4	1	41
362	5	2	42
363	4	1	41
364	3	1	41
365	2	1	41
366	1	1	41
367	12	1	41
368	11	1	41
369	10	1	41
370	11	2	42
371	10	1	41
372	9	1	41
373	8	1	41
374	7	1	41
375	8	2	42
376	7	1	41
377	6	1	41
378	5	1	41
379	4	1	41
380	3	1	41
381	2	1	41
382	3	2	42
383	2	1	41
384	1	1	41
385	12	1	41
386	11	1	41
387	10	1	41
388	9	1	41
389	8	1	41
390	7	1	41
391	6	1	41
392	5	1	41
393	4	1	41
394	3	1	41
395	2	1	41
396	1	1	41
397	2	2	42
398	1	1	41
399	12	1	41
400	11	1	41
401	10	1	41
402	9	1	41
403	10	2	42
404	9	1	41
405	8	1	41
406	7	1	41
407	6	1	41
408	5	1	41
409	4	1	41
410	5	2	42
411	4	1	41
412	3	1	41
413	2	1	41
414	1	1	41
415	12	1	41
416	11	1	41
417	10	1	41
418	9	1	41
419	8	1	41
420	9	2	42
421	8	1	41
422	7	1	41
423	6	1	41
424	5	1	41
425	4	1	41
426	3	1	41
427	2	1	41
428	1	1	41
429	12	1	41
430	11	1	41
431	12	2	42
432	11	1	41
433	10	1	41
434	9	1	41
435	8	1	41
436	9	2	42
437	8	1	41
438	7	1	41
439	6	1	41
440	5	1	41
441	4	1	41
442	3	1	41
443	2	1	41
444	1	1	41
445	12	1	41
446	11	1	41
447	10	1	41
448	9	1	41
449	8	1	41
450	7	1	41
451	6	1	41
452	7	2	42
453	6	1	41
454	5	1	41
455	4	1	41
456	3	1	41
457	2	1	41
458	1	1	41
459	2	2	42
460	1	1	41
461	12	1	41
462	11	1	41
463	10	1	41
464	11	2	42
465	10	1	41
466	9	1	41
467	8	1	41
468	9	2	42
469	8	1	41
470	7	1	41
471	6	1	41
472	5	1	41
473	6	2	42
474	5	1	41
475	4	1	41
476	3	1	41
477	2	1	41
478	1	1	41
479	12	1	41
480	11	1	41
481	10	1	41
482	9	1	41
483	10	2	42
484	9	1	41
485	8	1	41
486	7	1	41
487	6	1	41
488	5	1	41
489	4	1	41
490	3	1	41
491	2	1	41
492	1	1	41
493	12	1	41
494	11	1	41
495	10	1	41
496	9	1	41
497	8	1	41
498	7	1	41
499	6	1	41
500	7	2	42
501	6	1	41
502	5	1	41
503	4	1	41
504	3	1	41
505	2	1	41
506	3	2	42
507	2	1	41
508	1	1	41
509	12	1	41
510	11	1	41
511	10	1	41
512	9	1	41
513	8	1	41
514	7	1	41
515	6	1	41
516	5	1	41
517	4	1	41
518	3	1	41
519	2	1	41
520	1	1	41
521	12	1	41
522	11	1	41
523	10	1	41
524	9	1	41
525	8	1	41
526	7	1	41
527	6	1	41
528	5	1	41
529	4	1	41
530	3	1	41
531	2	1	41
532	1	1	41
533	12	1	41
534	11	1	41
